blade_length,wind_speed,turbine_stats,energy_output,motor_tempreture,blade_angle,vibration_level,humidity,air_pressure,category,anti_rust,efficiency
66.0,20.0,needs to be repaired,1175,56,14,6,22,1028,small,,5.0
89.0,10.0,off,2832,51,34,4,76,1093,small,,70.0
39.0,24.0,optimal,2712,25,40,8,88,985,small,1.0,94.0
83.0,19.0,needs to be repaired,3174,45,38,1,63,1078,small,1.0,
27.0,17.0,needs to be repaired,3942,77,29,5,39,971,large,1.0,97.0
78.0,25.0,optimal,4202,60,43,4,71,1070,medium,0.0,77.0
48.0,14.0,off,1432,72,10,3,30,972,large,0.0,4.0
69.0,18.0,optimal,4579,36,29,4,41,1038,medium,1.0,88.0
52.0,7.0,off,992,42,29,10,69,950,medium,0.0,9.0
54.0,16.0,off,3796,59,3,3,36,1077,medium,0.0,37.0
32.0,5.0,needs to be repaired,2998,75,22,4,85,1086,medium,,45.0
78.0,25.0,off,2903,64,21,1,78,1082,large,1.0,1.0
15.0,20.0,needs to be repaired,2655,51,1,1,43,1066,large,0.0,85.0
65.0,14.0,needs to be repaired,1200,76,5,2,45,1040,large,1.0,84.0
13.0,13.0,optimal,1873,51,23,7,79,1007,large,0.0,94.0
32.0,22.0,optimal,776,62,31,5,88,1094,nan,0.0,57.0
15.0,5.0,off,3226,57,34,10,46,956,medium,1.0,24.0
41.0,14.0,optimal,4475,48,16,7,46,1085,small,0.0,6.0
27.0,11.0,optimal,4574,80,11,2,32,987,large,1.0,13.0
24.0,14.0,off,1840,23,39,9,75,1092,small,0.0,60.0
49.0,16.0,optimal,1048,30,0,0,46,992,large,,60.0
82.0,15.0,needs to be repaired,2413,70,14,0,29,1098,small,,81.0
83.0,13.0,optimal,756,43,8,9,57,1026,large,0.0,74.0
93.0,9.0,optimal,4745,79,26,6,84,949,large,0.0,77.0
15.0,8.0,optimal,137,44,2,8,46,1014,large,0.0,31.0
72.0,24.0,needs to be repaired,3365,28,34,8,23,957,medium,,27.0
76.0,17.0,off,738,50,18,1,87,1088,large,0.0,83.0
20.0,12.0,needs to be repaired,4058,80,41,10,74,979,large,1.0,73.0
52.0,20.0,off,1827,49,40,3,46,918,medium,0.0,63.0
26.0,5.0,needs to be repaired,4624,75,9,7,33,923,medium,0.0,0.0
13.0,21.0,optimal,100,36,38,0,89,904,large,0.0,1.0
72.0,19.0,needs to be repaired,3250,79,7,7,31,949,medium,0.0,98.0
77.0,19.0,off,4025,29,30,7,87,1036,nan,1.0,53.0
90.0,22.0,optimal,2392,38,5,9,82,924,large,1.0,28.0
50.0,10.0,off,2795,57,41,4,66,961,medium,0.0,7.0
92.0,6.0,optimal,3988,52,34,0,60,968,small,0.0,66.0
14.0,9.0,optimal,4998,47,1,3,78,1070,large,0.0,
41.0,23.0,needs to be repaired,1021,27,17,4,42,924,large,,95.0
95.0,11.0,off,3918,41,8,4,84,1094,small,1.0,94.0
,13.0,needs to be repaired,3929,23,45,1,46,950,large,1.0,75.0
44.0,6.0,off,4983,71,11,6,30,911,small,1.0,82.0
31.0,11.0,needs to be repaired,3968,48,13,7,62,1085,medium,1.0,93.0
74.0,18.0,optimal,2513,74,32,4,52,902,medium,0.0,15.0
,19.0,off,249,38,8,6,29,917,large,1.0,73.0
31.0,16.0,off,4135,58,19,7,28,1009,nan,1.0,99.0
20.0,24.0,needs to be repaired,1691,73,11,5,38,955,large,1.0,24.0
86.0,8.0,off,439,60,1,3,80,1013,large,1.0,20.0
12.0,17.0,needs to be repaired,4410,39,31,3,28,968,nan,1.0,87.0
18.0,13.0,needs to be repaired,1692,60,30,5,58,1012,small,1.0,16.0
69.0,,off,139,51,20,0,64,1026,medium,1.0,41.0
85.0,14.0,needs to be repaired,1863,75,2,0,57,1029,nan,,99.0
96.0,13.0,off,3102,54,15,8,59,1097,small,,19.0
23.0,25.0,optimal,608,63,8,8,76,910,small,,6.0
27.0,11.0,needs to be repaired,2844,20,7,5,61,928,small,1.0,9.0
82.0,16.0,optimal,2933,28,45,2,52,964,medium,1.0,84.0
32.0,20.0,needs to be repaired,5000,51,1,5,27,1005,small,0.0,57.0
,19.0,off,5000,35,10,1,70,996,large,1.0,87.0
92.0,11.0,needs to be repaired,3458,39,27,2,21,1007,medium,1.0,81.0
56.0,12.0,needs to be repaired,2793,73,8,3,26,961,medium,1.0,13.0
78.0,11.0,off,4838,36,10,5,30,1084,large,1.0,46.0
56.0,15.0,optimal,938,78,29,4,49,1094,small,,86.0
96.0,8.0,off,1316,22,30,6,48,983,medium,1.0,58.0
39.0,22.0,optimal,4578,69,20,7,85,941,large,1.0,22.0
34.0,23.0,optimal,3020,72,42,3,28,963,small,0.0,52.0
37.0,11.0,needs to be repaired,3767,25,7,4,29,1029,large,0.0,33.0
34.0,17.0,needs to be repaired,3599,46,41,2,67,1017,large,,49.0
83.0,13.0,optimal,2981,40,45,7,81,1094,medium,0.0,50.0
87.0,22.0,off,784,54,31,9,48,965,small,1.0,83.0
67.0,11.0,optimal,2636,21,40,10,28,904,large,1.0,31.0
,24.0,needs to be repaired,3847,76,14,9,34,1015,large,0.0,97.0
34.0,20.0,off,416,20,39,10,36,1048,nan,0.0,49.0
87.0,9.0,off,1385,58,38,0,82,1038,nan,1.0,39.0
57.0,11.0,needs to be repaired,3350,55,10,8,38,1042,small,1.0,
19.0,10.0,off,2666,47,36,10,21,1047,small,1.0,30.0
84.0,6.0,off,2206,74,18,5,53,912,small,,73.0
20.0,11.0,optimal,4298,21,30,5,46,975,small,0.0,34.0
94.0,,optimal,2592,64,4,0,86,1047,small,1.0,57.0
30.0,13.0,needs to be repaired,3671,31,43,6,90,981,large,0.0,42.0
95.0,17.0,optimal,2757,57,16,1,64,1081,small,1.0,
54.0,21.0,off,1939,27,23,7,65,1082,medium,1.0,4.0
16.0,21.0,needs to be repaired,3785,41,6,4,31,972,small,1.0,34.0
90.0,19.0,needs to be repaired,1409,36,34,0,35,1055,small,1.0,14.0
73.0,22.0,needs to be repaired,5000,23,9,10,22,973,medium,0.0,65.0
73.0,19.0,off,4833,34,38,3,27,1025,large,0.0,9.0
11.0,15.0,optimal,1706,35,37,1,37,949,medium,1.0,30.0
85.0,16.0,off,3422,76,28,3,73,927,small,0.0,79.0
51.0,,off,2623,49,41,0,67,980,nan,1.0,96.0
91.0,16.0,optimal,4230,51,13,10,35,963,medium,0.0,77.0
63.0,11.0,optimal,4094,42,29,7,72,1045,small,0.0,67.0
84.0,11.0,off,1644,35,5,5,41,934,medium,1.0,69.0
25.0,25.0,optimal,3174,49,14,1,68,1015,medium,1.0,0.0
27.0,,off,3484,32,0,5,39,976,nan,,
68.0,20.0,optimal,2277,53,5,8,38,916,medium,0.0,18.0
99.0,15.0,off,4623,67,18,0,20,925,small,0.0,72.0
25.0,20.0,optimal,2972,77,21,2,58,967,medium,1.0,1.0
15.0,6.0,needs to be repaired,2412,64,4,8,52,930,small,0.0,60.0
66.0,6.0,optimal,3405,44,32,10,60,992,large,1.0,76.0
56.0,22.0,off,4300,39,14,10,70,974,nan,,36.0
57.0,9.0,optimal,2720,25,30,4,42,1026,nan,1.0,71.0
51.0,18.0,optimal,2397,44,44,3,56,912,medium,1.0,58.0
85.0,12.0,off,756,57,35,2,35,973,large,0.0,2.0
69.0,10.0,optimal,2790,50,15,7,25,1053,medium,0.0,96.0
86.0,13.0,needs to be repaired,3169,51,14,0,30,975,small,,98.0
13.0,10.0,needs to be repaired,2162,78,25,5,30,1027,large,1.0,15.0
11.0,25.0,needs to be repaired,3408,26,18,10,85,923,medium,0.0,67.0
99.0,21.0,needs to be repaired,489,79,7,10,27,1095,medium,1.0,23.0
,12.0,optimal,2272,36,31,1,64,1081,large,1.0,34.0
36.0,7.0,needs to be repaired,4683,54,2,10,53,1052,medium,0.0,32.0
36.0,16.0,optimal,3070,55,40,3,22,1081,small,0.0,
88.0,17.0,needs to be repaired,4012,62,3,9,83,1021,nan,1.0,27.0
81.0,22.0,needs to be repaired,236,58,24,10,35,905,small,0.0,16.0
16.0,15.0,off,2479,78,19,7,67,947,nan,0.0,10.0
72.0,6.0,optimal,4139,51,3,2,39,1071,small,,26.0
55.0,18.0,optimal,2129,80,36,3,79,1085,small,0.0,91.0
72.0,5.0,optimal,4907,58,3,9,55,914,small,0.0,38.0
21.0,19.0,off,2146,31,30,5,88,1078,large,0.0,6.0
22.0,22.0,optimal,1476,59,1,6,53,956,small,1.0,83.0
52.0,22.0,off,2735,42,15,1,55,1036,large,0.0,100.0
,21.0,optimal,3398,59,7,2,62,1053,large,,65.0
72.0,5.0,needs to be repaired,861,35,10,5,45,928,nan,0.0,12.0
90.0,18.0,off,2952,55,38,5,53,1088,nan,0.0,76.0
45.0,24.0,off,297,66,39,8,68,974,nan,,84.0
94.0,20.0,off,4345,50,31,0,48,965,small,1.0,74.0
,8.0,optimal,1431,54,20,5,44,1090,large,1.0,46.0
78.0,10.0,needs to be repaired,1853,70,3,9,32,926,large,1.0,92.0
99.0,20.0,off,2316,36,15,8,63,942,medium,0.0,21.0
89.0,24.0,off,100,65,20,9,85,944,medium,0.0,37.0
45.0,10.0,optimal,4637,78,12,9,26,1061,small,0.0,10.0
37.0,19.0,optimal,1451,24,9,1,78,1078,large,1.0,23.0
56.0,5.0,needs to be repaired,4825,79,13,6,37,1061,large,0.0,12.0
85.0,11.0,off,1597,78,4,3,82,964,nan,0.0,87.0
39.0,15.0,off,3637,70,41,6,50,908,small,,41.0
32.0,5.0,off,4106,62,30,0,46,939,large,1.0,28.0
25.0,12.0,off,3638,54,13,3,64,1072,nan,1.0,13.0
23.0,18.0,off,564,23,17,1,79,995,small,0.0,22.0
83.0,9.0,needs to be repaired,2368,23,42,0,40,1029,medium,1.0,67.0
80.0,17.0,off,4391,45,18,9,79,1059,small,0.0,94.0
61.0,19.0,optimal,1086,36,28,5,44,1074,medium,0.0,40.0
46.0,13.0,off,204,43,2,9,33,1037,large,1.0,29.0
38.0,12.0,off,579,52,42,9,90,972,large,0.0,42.0
76.0,,off,4070,22,15,10,90,1077,small,,72.0
24.0,21.0,off,4077,68,27,8,38,1045,medium,1.0,90.0
56.0,23.0,off,2962,31,37,4,23,976,large,0.0,15.0
55.0,22.0,needs to be repaired,2186,62,24,10,89,1062,small,,36.0
61.0,22.0,optimal,3919,35,17,10,54,1062,medium,1.0,17.0
28.0,8.0,needs to be repaired,4547,39,37,2,85,961,large,0.0,13.0
86.0,6.0,optimal,4870,35,6,1,45,1014,nan,0.0,50.0
30.0,9.0,optimal,100,53,33,5,63,1065,medium,,45.0
73.0,21.0,optimal,4962,24,9,3,63,934,large,0.0,21.0
46.0,,off,2094,27,39,9,64,987,medium,0.0,
36.0,20.0,needs to be repaired,3597,37,23,9,28,912,medium,0.0,38.0
64.0,5.0,optimal,3006,41,36,1,23,1054,small,0.0,22.0
38.0,16.0,optimal,1961,50,9,1,21,1004,large,0.0,79.0
29.0,23.0,off,4229,46,29,0,90,984,large,0.0,41.0
34.0,13.0,off,255,66,4,7,46,1031,large,1.0,43.0
79.0,20.0,needs to be repaired,4219,34,38,1,64,967,large,0.0,49.0
72.0,11.0,optimal,2656,76,31,8,27,1055,medium,1.0,98.0
45.0,19.0,optimal,1835,60,26,3,47,909,medium,0.0,70.0
11.0,16.0,optimal,1972,52,28,2,65,1007,large,1.0,75.0
31.0,8.0,needs to be repaired,2969,59,2,9,38,965,large,1.0,56.0
25.0,,off,2323,71,41,10,77,965,large,1.0,67.0
,10.0,off,5000,79,43,10,35,1014,large,0.0,9.0
78.0,19.0,needs to be repaired,2288,38,30,8,40,946,nan,0.0,38.0
63.0,7.0,off,3433,24,28,7,53,1096,large,1.0,3.0
39.0,6.0,optimal,2914,33,12,9,53,904,medium,0.0,24.0
54.0,9.0,optimal,1138,49,17,10,45,1059,small,0.0,23.0
28.0,12.0,needs to be repaired,602,57,9,0,44,970,small,0.0,52.0
96.0,23.0,off,905,23,11,0,41,997,nan,0.0,14.0
43.0,25.0,needs to be repaired,2050,39,10,6,44,1090,nan,,30.0
22.0,20.0,needs to be repaired,904,51,30,10,39,950,large,,63.0
52.0,23.0,off,2179,63,36,8,53,1006,large,0.0,83.0
71.0,20.0,needs to be repaired,2736,80,33,6,57,1029,large,,49.0
31.0,10.0,optimal,3972,38,11,1,26,954,large,1.0,86.0
61.0,5.0,needs to be repaired,3294,61,15,8,85,1053,medium,1.0,60.0
61.0,22.0,optimal,4066,27,16,7,60,1092,medium,0.0,2.0
45.0,12.0,optimal,4967,43,1,10,69,930,large,,33.0
82.0,9.0,needs to be repaired,2609,34,34,7,61,918,large,1.0,81.0
28.0,16.0,optimal,3064,43,3,3,55,1044,small,1.0,80.0
47.0,,needs to be repaired,2634,51,2,4,83,907,medium,0.0,3.0
79.0,9.0,needs to be repaired,3221,68,36,10,82,1081,large,0.0,58.0
88.0,17.0,off,3414,57,7,1,37,965,medium,0.0,34.0
66.0,25.0,needs to be repaired,1007,63,12,4,78,1081,large,0.0,6.0
,16.0,optimal,1170,72,3,10,25,1057,medium,0.0,45.0
18.0,,needs to be repaired,327,52,36,9,42,984,medium,0.0,31.0
41.0,18.0,needs to be repaired,4490,80,18,7,73,923,large,1.0,19.0
13.0,15.0,off,3934,74,43,9,82,932,nan,1.0,55.0
59.0,13.0,off,4000,67,10,7,65,914,medium,0.0,80.0
91.0,14.0,optimal,2316,27,6,6,51,1066,small,1.0,90.0
14.0,,optimal,3181,77,45,0,54,1075,medium,,68.0
29.0,23.0,optimal,4666,76,26,8,26,1086,large,,76.0
96.0,,optimal,215,79,45,8,30,907,medium,0.0,24.0
84.0,25.0,off,4818,41,8,3,47,926,nan,0.0,96.0
46.0,8.0,needs to be repaired,1484,65,15,9,23,933,large,1.0,83.0
31.0,25.0,off,4044,72,34,6,42,957,nan,0.0,85.0
67.0,12.0,off,2879,27,7,3,80,958,small,1.0,32.0
77.0,15.0,off,266,66,30,7,42,1092,small,0.0,17.0
53.0,10.0,needs to be repaired,4384,63,38,3,33,907,nan,1.0,23.0
43.0,8.0,needs to be repaired,420,45,39,2,65,1099,medium,,70.0
86.0,25.0,off,266,35,1,3,69,993,large,1.0,97.0
51.0,9.0,needs to be repaired,4822,20,36,4,43,960,large,1.0,69.0
18.0,22.0,off,2907,79,33,5,64,970,nan,1.0,100.0
,7.0,off,1337,57,17,3,61,932,small,,65.0
77.0,11.0,optimal,4918,24,9,7,69,988,medium,,40.0
28.0,16.0,off,907,74,12,5,76,1005,medium,0.0,35.0
40.0,7.0,off,3585,20,32,7,67,946,medium,,91.0
,21.0,off,3875,46,7,9,85,913,small,1.0,64.0
66.0,7.0,optimal,1023,29,9,1,87,1080,small,0.0,3.0
94.0,15.0,needs to be repaired,473,53,45,4,63,1081,large,0.0,11.0
70.0,10.0,optimal,4501,20,10,1,29,1038,medium,1.0,24.0
40.0,15.0,needs to be repaired,1122,41,17,9,85,1089,large,1.0,18.0
92.0,8.0,optimal,2036,40,42,7,57,931,medium,0.0,18.0
62.0,21.0,needs to be repaired,4147,53,18,2,83,1037,large,0.0,48.0
41.0,5.0,optimal,4430,36,41,9,36,981,small,0.0,29.0
,16.0,off,4294,30,39,3,59,987,medium,,19.0
68.0,7.0,needs to be repaired,1961,44,31,8,63,944,large,1.0,89.0
19.0,20.0,optimal,1202,75,19,10,64,908,small,1.0,29.0
11.0,7.0,optimal,3635,20,38,3,22,910,nan,0.0,66.0
75.0,18.0,optimal,4888,42,1,0,25,924,medium,0.0,10.0
69.0,21.0,needs to be repaired,3195,76,38,2,22,1076,nan,1.0,11.0
97.0,23.0,off,3962,22,4,0,68,968,small,0.0,4.0
26.0,11.0,optimal,2767,44,30,0,61,997,small,1.0,26.0
25.0,15.0,needs to be repaired,4850,36,36,10,21,1067,small,0.0,99.0
25.0,20.0,needs to be repaired,445,48,11,1,43,1022,large,0.0,53.0
55.0,23.0,off,3418,76,6,4,85,918,large,1.0,35.0
48.0,9.0,off,3373,21,30,7,52,991,large,,
40.0,5.0,off,2377,56,13,6,61,915,medium,0.0,38.0
97.0,14.0,needs to be repaired,4104,64,43,5,66,1044,medium,1.0,61.0
10.0,22.0,needs to be repaired,1963,62,19,4,49,993,small,0.0,32.0
20.0,14.0,off,1814,25,31,4,56,997,nan,0.0,95.0
94.0,5.0,optimal,2921,77,7,9,60,1055,small,0.0,57.0
13.0,17.0,off,967,72,26,2,46,937,small,0.0,28.0
80.0,8.0,off,1522,34,34,3,34,1048,medium,0.0,39.0
35.0,16.0,off,141,73,29,6,41,1092,nan,0.0,23.0
59.0,20.0,off,556,46,26,7,64,1050,nan,0.0,57.0
,23.0,optimal,2807,72,20,10,87,1045,nan,,24.0
90.0,16.0,optimal,3309,74,26,2,25,957,medium,0.0,77.0
84.0,10.0,off,3973,52,23,8,72,989,large,1.0,2.0
74.0,20.0,needs to be repaired,3643,27,27,2,54,1063,medium,1.0,29.0
56.0,16.0,needs to be repaired,2028,66,43,0,32,925,medium,1.0,98.0
62.0,14.0,optimal,2746,21,31,6,87,1006,large,,25.0
80.0,9.0,off,2519,72,4,3,89,1061,nan,0.0,81.0
11.0,23.0,needs to be repaired,2386,34,14,10,21,1085,medium,1.0,61.0
33.0,16.0,optimal,349,74,11,8,40,944,small,1.0,76.0
13.0,12.0,optimal,2999,53,17,2,33,1092,large,0.0,61.0
28.0,8.0,optimal,1867,38,12,5,49,901,medium,1.0,80.0
35.0,11.0,optimal,4024,20,41,2,25,1075,medium,0.0,13.0
84.0,9.0,off,2374,73,8,3,50,1092,large,0.0,33.0
49.0,15.0,optimal,1687,33,35,4,22,924,medium,1.0,25.0
59.0,21.0,needs to be repaired,349,54,30,10,25,1066,small,1.0,28.0
52.0,,off,1949,43,2,6,90,1063,medium,1.0,12.0
84.0,7.0,optimal,1883,67,40,4,57,1062,small,0.0,33.0
76.0,6.0,needs to be repaired,862,76,31,3,60,981,medium,1.0,64.0
,23.0,needs to be repaired,274,48,28,7,54,1067,small,,20.0
76.0,6.0,needs to be repaired,373,74,16,2,63,927,large,0.0,98.0
36.0,18.0,off,3063,58,7,9,88,1009,large,1.0,60.0
63.0,5.0,off,675,67,45,4,88,991,large,1.0,32.0
75.0,20.0,needs to be repaired,3002,56,20,9,82,1046,large,0.0,23.0
58.0,19.0,off,4430,59,29,6,53,938,small,,11.0
25.0,22.0,optimal,3999,67,29,2,88,1051,small,1.0,22.0
11.0,6.0,optimal,2823,33,44,3,22,1062,small,1.0,35.0
69.0,15.0,optimal,1418,60,2,0,22,1069,small,0.0,36.0
63.0,25.0,off,100,39,10,2,56,984,small,0.0,9.0
39.0,21.0,off,1092,65,43,4,44,942,medium,0.0,67.0
93.0,17.0,off,4983,78,19,5,26,1062,large,1.0,80.0
47.0,16.0,needs to be repaired,2920,79,40,0,27,935,medium,0.0,50.0
37.0,6.0,optimal,1393,31,3,7,45,1061,large,,92.0
,25.0,needs to be repaired,379,79,7,6,86,1065,nan,0.0,62.0
19.0,22.0,needs to be repaired,4745,67,34,3,51,1080,small,1.0,31.0
69.0,,optimal,100,73,11,1,76,995,medium,0.0,
51.0,16.0,off,3606,53,19,2,89,937,large,,
49.0,21.0,needs to be repaired,4125,49,4,1,67,963,large,1.0,57.0
86.0,18.0,needs to be repaired,1770,53,14,8,25,1027,large,0.0,67.0
51.0,23.0,off,1216,74,10,2,61,1095,medium,0.0,38.0
56.0,17.0,off,2075,42,29,5,69,931,medium,0.0,58.0
46.0,7.0,optimal,3594,36,25,3,32,981,small,0.0,53.0
89.0,,needs to be repaired,102,41,2,2,30,934,small,1.0,44.0
31.0,9.0,optimal,2606,28,35,3,41,971,nan,1.0,30.0
66.0,16.0,needs to be repaired,938,38,9,3,85,1064,medium,,51.0
93.0,5.0,optimal,4458,40,31,8,30,1088,large,1.0,94.0
,25.0,optimal,100,68,9,10,38,1011,small,1.0,
50.0,20.0,off,2622,62,5,5,90,1048,medium,,60.0
89.0,,needs to be repaired,3631,72,25,3,33,920,medium,,49.0
43.0,21.0,optimal,4766,42,13,7,75,1076,small,0.0,3.0
41.0,13.0,off,1282,67,36,10,23,1068,nan,0.0,41.0
99.0,17.0,off,4074,21,0,3,40,900,nan,1.0,1.0
98.0,8.0,off,960,51,5,10,29,1018,medium,1.0,47.0
75.0,8.0,needs to be repaired,3275,38,32,5,68,921,medium,0.0,
21.0,19.0,optimal,100,25,4,4,69,938,medium,1.0,50.0
49.0,14.0,needs to be repaired,2088,63,27,0,53,1054,nan,,61.0
82.0,10.0,needs to be repaired,311,42,9,2,28,918,nan,1.0,
85.0,7.0,off,4283,26,25,5,41,911,nan,0.0,0.0
99.0,,needs to be repaired,4084,71,37,6,69,917,small,0.0,74.0
82.0,10.0,needs to be repaired,4633,31,14,5,42,1023,nan,0.0,
19.0,15.0,optimal,3652,51,16,4,50,928,small,1.0,50.0
57.0,6.0,off,1768,69,44,10,68,1056,small,1.0,29.0
29.0,,off,2750,72,33,0,41,1076,small,,64.0
48.0,5.0,optimal,3231,50,1,2,65,922,large,1.0,40.0
69.0,15.0,needs to be repaired,1978,57,14,1,73,1082,large,1.0,20.0
75.0,9.0,optimal,1595,59,15,1,24,940,small,0.0,91.0
74.0,10.0,optimal,2440,51,16,5,37,1046,medium,1.0,68.0
60.0,7.0,needs to be repaired,2838,30,27,6,31,1029,large,0.0,36.0
45.0,24.0,off,3015,74,0,3,88,1003,nan,0.0,81.0
33.0,9.0,optimal,3248,66,36,10,59,1060,large,1.0,89.0
36.0,24.0,needs to be repaired,1113,63,21,6,64,1018,large,,93.0
11.0,13.0,off,761,47,33,7,48,978,large,0.0,82.0
40.0,23.0,optimal,4391,21,34,9,20,1078,large,1.0,57.0
66.0,9.0,optimal,4642,48,9,5,66,1041,medium,0.0,68.0
87.0,16.0,off,2162,51,43,3,50,1064,medium,,14.0
75.0,16.0,optimal,3478,26,6,6,28,1067,medium,1.0,69.0
38.0,20.0,optimal,5000,48,10,5,76,1021,large,,75.0
24.0,,needs to be repaired,1052,74,24,8,24,1067,small,0.0,52.0
21.0,18.0,optimal,1724,24,43,9,38,911,small,0.0,25.0
37.0,,optimal,1854,48,8,4,55,1099,medium,1.0,32.0
93.0,19.0,needs to be repaired,4167,56,35,1,89,904,medium,0.0,67.0
33.0,15.0,needs to be repaired,2227,21,15,9,60,952,small,0.0,20.0
30.0,8.0,off,3875,73,37,3,49,944,small,,
19.0,15.0,off,553,68,18,7,22,1056,large,1.0,
87.0,13.0,off,2045,58,25,4,46,918,small,0.0,56.0
27.0,10.0,needs to be repaired,1421,80,10,0,86,1038,medium,1.0,74.0
97.0,21.0,optimal,3194,48,12,7,57,1022,large,1.0,22.0
23.0,13.0,optimal,5000,79,24,3,60,979,small,1.0,48.0
43.0,10.0,optimal,1243,61,35,5,68,1097,large,1.0,53.0
67.0,10.0,optimal,2541,40,18,3,26,1075,small,0.0,13.0
85.0,8.0,needs to be repaired,482,59,18,10,53,982,small,,84.0
31.0,24.0,off,2147,31,0,7,90,900,medium,1.0,92.0
79.0,15.0,off,1884,45,45,9,26,949,medium,1.0,44.0
45.0,7.0,off,4313,51,8,9,89,1007,medium,1.0,2.0
54.0,22.0,needs to be repaired,3640,39,28,0,81,1096,medium,1.0,65.0
45.0,20.0,off,4337,24,33,9,36,1053,large,1.0,10.0
31.0,25.0,needs to be repaired,2723,23,24,5,21,1069,medium,1.0,76.0
87.0,20.0,optimal,1352,60,27,6,29,967,nan,,14.0
89.0,16.0,needs to be repaired,1311,29,28,4,73,1064,medium,,96.0
70.0,18.0,needs to be repaired,879,31,43,6,61,999,small,1.0,24.0
65.0,13.0,off,1046,70,43,3,73,979,large,0.0,30.0
98.0,11.0,optimal,484,52,25,4,41,1058,large,1.0,50.0
42.0,18.0,needs to be repaired,3973,65,39,10,24,1094,medium,,20.0
54.0,24.0,needs to be repaired,3826,24,17,1,46,1010,small,1.0,50.0
45.0,24.0,needs to be repaired,4279,30,4,5,71,952,large,,44.0
29.0,14.0,needs to be repaired,377,56,19,5,39,945,nan,,27.0
27.0,15.0,off,2170,49,4,5,62,1041,medium,,84.0
,11.0,off,3861,46,43,1,30,909,small,1.0,
76.0,23.0,off,700,76,16,10,66,987,large,1.0,23.0
32.0,23.0,optimal,1026,68,35,9,21,945,large,1.0,80.0
25.0,25.0,off,2422,49,28,6,34,1067,small,0.0,53.0
68.0,15.0,needs to be repaired,2888,62,14,1,86,1063,nan,1.0,13.0
78.0,10.0,needs to be repaired,1900,65,15,0,67,979,medium,0.0,29.0
77.0,12.0,optimal,1821,32,21,0,49,950,medium,0.0,36.0
30.0,5.0,optimal,4444,44,39,9,47,1054,small,0.0,82.0
87.0,12.0,needs to be repaired,1475,34,9,9,84,903,nan,1.0,58.0
87.0,9.0,off,4630,72,2,7,58,1062,large,1.0,39.0
79.0,14.0,off,1067,66,10,2,61,952,medium,0.0,14.0
21.0,6.0,needs to be repaired,4515,21,45,10,28,905,large,0.0,99.0
25.0,8.0,optimal,1209,61,23,8,76,1096,medium,1.0,28.0
90.0,6.0,needs to be repaired,1195,30,39,4,28,1011,small,1.0,48.0
96.0,19.0,optimal,3593,20,33,2,54,981,small,0.0,60.0
23.0,24.0,off,3979,41,34,10,81,1012,small,0.0,89.0
70.0,14.0,off,1103,20,6,3,70,906,large,0.0,46.0
80.0,25.0,needs to be repaired,1813,63,31,1,57,1009,small,,80.0
55.0,6.0,off,4232,54,21,7,70,1054,small,,45.0
41.0,10.0,needs to be repaired,1167,76,40,3,71,906,large,1.0,85.0
24.0,18.0,needs to be repaired,3996,73,20,5,59,1016,medium,,35.0
53.0,9.0,optimal,3092,65,0,0,27,962,small,0.0,49.0
26.0,6.0,needs to be repaired,2678,29,31,1,46,1042,medium,,68.0
50.0,18.0,needs to be repaired,4497,51,42,1,88,932,medium,,86.0
63.0,17.0,off,603,77,16,6,41,982,large,1.0,100.0
53.0,6.0,optimal,1065,32,44,9,86,950,nan,,36.0
14.0,13.0,optimal,626,25,22,2,90,1081,large,1.0,30.0
36.0,7.0,optimal,2073,53,41,8,69,914,large,1.0,91.0
96.0,19.0,off,2123,28,25,8,80,975,small,1.0,33.0
87.0,7.0,optimal,1976,39,30,3,36,928,small,,88.0
88.0,16.0,off,1049,28,26,0,75,948,large,0.0,70.0
52.0,10.0,optimal,4354,50,26,4,25,964,medium,1.0,26.0
40.0,23.0,needs to be repaired,100,39,34,8,70,931,medium,1.0,43.0
26.0,21.0,optimal,2985,62,32,10,42,1024,small,0.0,81.0
92.0,10.0,off,3159,23,36,3,26,1069,large,,48.0
63.0,23.0,off,3757,57,45,1,26,912,large,1.0,15.0
71.0,21.0,needs to be repaired,1817,78,12,9,37,937,large,0.0,9.0
96.0,20.0,needs to be repaired,1722,58,18,3,69,984,medium,1.0,65.0
41.0,25.0,off,2635,48,8,0,45,1023,small,1.0,49.0
49.0,12.0,optimal,587,57,42,8,28,1072,small,1.0,65.0
22.0,23.0,needs to be repaired,2446,36,33,1,81,945,nan,,82.0
93.0,12.0,needs to be repaired,4165,59,9,9,67,964,small,0.0,60.0
44.0,24.0,optimal,1490,36,13,3,60,1003,large,1.0,
14.0,19.0,off,1508,58,16,6,28,998,small,0.0,15.0
82.0,12.0,needs to be repaired,1630,53,31,7,36,1066,medium,0.0,12.0
38.0,7.0,needs to be repaired,4472,58,43,6,27,1092,small,1.0,55.0
79.0,20.0,off,4349,54,6,6,37,972,large,1.0,83.0
34.0,7.0,optimal,4677,63,29,9,85,1045,small,0.0,86.0
31.0,5.0,optimal,2609,62,39,5,67,1065,small,,70.0
75.0,12.0,needs to be repaired,778,55,25,10,53,1086,large,,83.0
54.0,13.0,off,1250,41,34,1,70,1009,large,,
78.0,16.0,optimal,4393,40,29,3,62,918,medium,0.0,91.0
,22.0,off,2617,37,10,4,39,1071,small,1.0,1.0
